File,StartLine,EndLine,ConfigExpr,ConfigList,ConfigValues,Effective
linux-6.18-rc3/arch/riscv/errata/sifive/errata_cip_453.S,26,27,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/errata/sifive/errata_cip_453.S,28,29,!(CONFIG_MMU),CONFIG_MMU,CONFIG_MMU=y,False
linux-6.18-rc3/arch/riscv/errata/sifive/errata.c,47,48,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/hibernate.c,132,137,CONFIG_SMP,CONFIG_SMP,CONFIG_SMP=y,True
linux-6.18-rc3/arch/riscv/kernel/hibernate.c,404,413,CONFIG_PM_SLEEP_SMP,CONFIG_PM_SLEEP_SMP,CONFIG_PM_SLEEP_SMP=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,25,26,CONFIG_FPU,CONFIG_FPU,CONFIG_FPU=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,28,29,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,31,32,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,55,87,CONFIG_FPU,CONFIG_FPU,CONFIG_FPU=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,90,155,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,158,184,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,196,204,CONFIG_FPU,CONFIG_FPU,CONFIG_FPU=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,206,215,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,217,225,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,353,421,CONFIG_COMPAT,CONFIG_COMPAT,CONFIG_COMPAT=y,True
linux-6.18-rc3/arch/riscv/kernel/ptrace.c,422,423,!(CONFIG_COMPAT),CONFIG_COMPAT,CONFIG_COMPAT=y,False
linux-6.18-rc3/arch/riscv/kernel/stacktrace.c,17,87,CONFIG_FRAME_POINTER,CONFIG_FRAME_POINTER,CONFIG_FRAME_POINTER=y,True
linux-6.18-rc3/arch/riscv/kernel/stacktrace.c,88,118,!(CONFIG_FRAME_POINTER),CONFIG_FRAME_POINTER,CONFIG_FRAME_POINTER=y,False
linux-6.18-rc3/arch/riscv/kernel/fpu.S,110,112,__riscv_xlen == 64,,,False
linux-6.18-rc3/arch/riscv/kernel/fpu.S,113,115,!(__riscv_xlen == 64),,,False
linux-6.18-rc3/arch/riscv/kernel/fpu.S,173,226,CONFIG_RISCV_SCALAR_MISALIGNED,CONFIG_RISCV_SCALAR_MISALIGNED,CONFIG_RISCV_SCALAR_MISALIGNED=unset,False
linux-6.18-rc3/arch/riscv/kernel/suspend.c,32,40,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/suspend.c,52,60,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/suspend.c,110,196,CONFIG_RISCV_SBI,CONFIG_RISCV_SBI,CONFIG_RISCV_SBI=y,True
linux-6.18-rc3/arch/riscv/kernel/asm-offsets.c,44,45,CONFIG_SHADOW_CALL_STACK,CONFIG_SHADOW_CALL_STACK,CONFIG_SHADOW_CALL_STACK=unset,False
linux-6.18-rc3/arch/riscv/kernel/asm-offsets.c,47,50,CONFIG_64BIT,CONFIG_64BIT,CONFIG_64BIT=y,True
linux-6.18-rc3/arch/riscv/kernel/asm-offsets.c,87,88,CONFIG_STACKPROTECTOR,CONFIG_STACKPROTECTOR,CONFIG_STACKPROTECTOR=y,True
linux-6.18-rc3/arch/riscv/kernel/asm-offsets.c,502,506,CONFIG_FUNCTION_TRACER,CONFIG_FUNCTION_TRACER,CONFIG_FUNCTION_TRACER=y,True
linux-6.18-rc3/arch/riscv/kernel/asm-offsets.c,509,530,CONFIG_DYNAMIC_FTRACE_WITH_ARGS,CONFIG_DYNAMIC_FTRACE_WITH_ARGS,CONFIG_DYNAMIC_FTRACE_WITH_ARGS=y,True
linux-6.18-rc3/arch/riscv/kernel/irq.c,69,130,CONFIG_IRQ_STACKS,CONFIG_IRQ_STACKS,CONFIG_IRQ_STACKS=y,True
linux-6.18-rc3/arch/riscv/kernel/irq.c,131,133,!(CONFIG_IRQ_STACKS),CONFIG_IRQ_STACKS,CONFIG_IRQ_STACKS=y,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,14,15,CONFIG_64BIT,CONFIG_64BIT,CONFIG_64BIT=y,True
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,16,17,!(CONFIG_64BIT),CONFIG_64BIT,CONFIG_64BIT=y,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,29,30,CONFIG_64BIT,CONFIG_64BIT,CONFIG_64BIT=y,True
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,31,32,!(CONFIG_64BIT),CONFIG_64BIT,CONFIG_64BIT=y,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,37,38,__clang__,,,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,39,40,!(__clang__),,,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,45,46,CONFIG_32BIT,CONFIG_32BIT,CONFIG_32BIT=unset,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,99,100,__clang__,,,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,101,102,!(__clang__),,,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,105,106,__clang__,,,False
linux-6.18-rc3/arch/riscv/kernel/efi-header.S,107,108,!(__clang__),,,False
linux-6.18-rc3/arch/riscv/kernel/unaligned_access_speed.c,32,174,CONFIG_RISCV_PROBE_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_UNALIGNED_ACCESS=unset,False
linux-6.18-rc3/arch/riscv/kernel/unaligned_access_speed.c,175,178,!(CONFIG_RISCV_PROBE_UNALIGNED_ACCESS),CONFIG_RISCV_PROBE_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_UNALIGNED_ACCESS=unset,True
linux-6.18-rc3/arch/riscv/kernel/unaligned_access_speed.c,252,264,CONFIG_RISCV_PROBE_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_UNALIGNED_ACCESS=unset,False
linux-6.18-rc3/arch/riscv/kernel/unaligned_access_speed.c,280,385,CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS=y,True
linux-6.18-rc3/arch/riscv/kernel/unaligned_access_speed.c,386,390,!(CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS),CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS=y,False
linux-6.18-rc3/arch/riscv/kernel/unaligned_access_speed.c,400,405,CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS,CONFIG_RISCV_PROBE_VECTOR_UNALIGNED_ACCESS=y,True
linux-6.18-rc3/arch/riscv/kernel/acpi.c,314,338,CONFIG_PCI,CONFIG_PCI,CONFIG_PCI=y,True
linux-6.18-rc3/arch/riscv/kernel/process.c,35,38,defined(CONFIG_STACKPROTECTOR) && !defined(CONFIG_STACKPROTECTOR_PER_TASK),CONFIG_STACKPROTECTOR CONFIG_STACKPROTECTOR_PER_TASK,CONFIG_STACKPROTECTOR=y CONFIG_STACKPROTECTOR_PER_TASK=unset,False
linux-6.18-rc3/arch/riscv/kernel/process.c,115,140,CONFIG_COMPAT,CONFIG_COMPAT,CONFIG_COMPAT=y,True
linux-6.18-rc3/arch/riscv/kernel/process.c,158,164,CONFIG_64BIT,CONFIG_64BIT,CONFIG_64BIT=y,True
linux-6.18-rc3/arch/riscv/kernel/process.c,170,177,CONFIG_FPU,CONFIG_FPU,CONFIG_FPU=y,True
linux-6.18-rc3/arch/riscv/kernel/process.c,179,185,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V=y,True
linux-6.18-rc3/arch/riscv/kernel/process.c,187,189,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM=y,True
linux-6.18-rc3/arch/riscv/kernel/process.c,270,418,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM,CONFIG_RISCV_ISA_SUPM=y,True
linux-6.18-rc3/arch/riscv/kernel/cpu_ops.c,19,22,CONFIG_RISCV_BOOT_SPINWAIT,CONFIG_RISCV_BOOT_SPINWAIT,CONFIG_RISCV_BOOT_SPINWAIT=y,True
linux-6.18-rc3/arch/riscv/kernel/cpu_ops.c,27,31,IS_ENABLED(CONFIG_RISCV_SBI),CONFIG_RISCV_SBI,CONFIG_RISCV_SBI=y,False
linux-6.18-rc3/arch/riscv/kernel/vector.c,25,26,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/vector.c,72,75,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/vector.c,128,129,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/vector.c,137,139,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/vector.c,298,317,CONFIG_SYSCTL,CONFIG_SYSCTL,CONFIG_SYSCTL=y,True
linux-6.18-rc3/arch/riscv/kernel/vector.c,318,319,!(CONFIG_SYSCTL),CONFIG_SYSCTL,CONFIG_SYSCTL=y,False
linux-6.18-rc3/arch/riscv/kernel/module.c,48,49,CONFIG_32BIT,CONFIG_32BIT,CONFIG_32BIT=unset,False
linux-6.18-rc3/arch/riscv/kernel/module.c,50,51,!(CONFIG_32BIT),CONFIG_32BIT,CONFIG_32BIT=unset,True
linux-6.18-rc3/arch/riscv/kernel/signal.c,36,37,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/signal.c,41,65,CONFIG_FPU,CONFIG_FPU,CONFIG_FPU=y,True
linux-6.18-rc3/arch/riscv/kernel/signal.c,66,68,!(CONFIG_FPU),CONFIG_FPU,CONFIG_FPU=y,False
linux-6.18-rc3/arch/riscv/kernel/signal.c,71,144,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V=y,True
linux-6.18-rc3/arch/riscv/kernel/signal.c,145,147,!(CONFIG_RISCV_ISA_V),CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V=y,False
linux-6.18-rc3/arch/riscv/kernel/signal.c,339,341,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/signal.c,342,355,!(CONFIG_MMU),CONFIG_MMU,CONFIG_MMU=y,False
linux-6.18-rc3/arch/riscv/kernel/signal.c,371,374,DEBUG_SIG,,,False
linux-6.18-rc3/arch/riscv/kernel/signal.c,478,482,CONFIG_DYNAMIC_SIGFRAME,CONFIG_DYNAMIC_SIGFRAME,CONFIG_DYNAMIC_SIGFRAME=y,True
linux-6.18-rc3/arch/riscv/kernel/setup.c,50,51,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL=unset,False
linux-6.18-rc3/arch/riscv/kernel/setup.c,68,69,CONFIG_CRASH_DUMP,CONFIG_CRASH_DUMP,CONFIG_CRASH_DUMP=y,True
linux-6.18-rc3/arch/riscv/kernel/setup.c,167,173,CONFIG_CRASH_DUMP,CONFIG_CRASH_DUMP,CONFIG_CRASH_DUMP=y,True
linux-6.18-rc3/arch/riscv/kernel/setup.c,277,279,defined(CONFIG_RISCV_COMBO_SPINLOCKS),CONFIG_RISCV_COMBO_SPINLOCKS,CONFIG_RISCV_COMBO_SPINLOCKS=y,False
linux-6.18-rc3/arch/riscv/kernel/setup.c,300,305,defined(CONFIG_RISCV_COMBO_SPINLOCKS),CONFIG_RISCV_COMBO_SPINLOCKS,CONFIG_RISCV_COMBO_SPINLOCKS=y,False
linux-6.18-rc3/arch/riscv/kernel/setup.c,335,336,IS_ENABLED(CONFIG_BUILTIN_DTB),CONFIG_BUILTIN_DTB,CONFIG_BUILTIN_DTB=unset,False
linux-6.18-rc3/arch/riscv/kernel/setup.c,337,338,!(IS_ENABLED(CONFIG_BUILTIN_DTB)),CONFIG_BUILTIN_DTB,CONFIG_BUILTIN_DTB=unset,False
linux-6.18-rc3/arch/riscv/kernel/setup.c,346,347,CONFIG_KASAN,CONFIG_KASAN,CONFIG_KASAN=y,True
linux-6.18-rc3/arch/riscv/kernel/setup.c,350,351,CONFIG_SMP,CONFIG_SMP,CONFIG_SMP=y,True
linux-6.18-rc3/arch/riscv/kernel/machine_kexec.c,112,113,defined(CONFIG_HOTPLUG_CPU),CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU=y,False
linux-6.18-rc3/arch/riscv/kernel/machine_kexec.c,160,162,CONFIG_SMP,CONFIG_SMP,CONFIG_SMP=y,True
linux-6.18-rc3/arch/riscv/kernel/sys_riscv.c,23,29,CONFIG_64BIT,CONFIG_64BIT,CONFIG_64BIT=y,True
linux-6.18-rc3/arch/riscv/kernel/sys_riscv.c,32,42,defined(CONFIG_32BIT) || defined(CONFIG_COMPAT),CONFIG_32BIT CONFIG_COMPAT,CONFIG_32BIT=unset CONFIG_COMPAT=y,False
linux-6.18-rc3/arch/riscv/kernel/patch.c,28,163,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/patch.c,164,177,!(CONFIG_MMU),CONFIG_MMU,CONFIG_MMU=y,False
linux-6.18-rc3/arch/riscv/kernel/cpufeature.c,1042,1043,CONFIG_RISCV_ISA_FALLBACK,CONFIG_RISCV_ISA_FALLBACK,CONFIG_RISCV_ISA_FALLBACK=y,True
linux-6.18-rc3/arch/riscv/kernel/cpufeature.c,1044,1051,!(CONFIG_RISCV_ISA_FALLBACK),CONFIG_RISCV_ISA_FALLBACK,CONFIG_RISCV_ISA_FALLBACK=y,False
linux-6.18-rc3/arch/riscv/kernel/cpufeature.c,1138,1226,CONFIG_RISCV_ALTERNATIVE,CONFIG_RISCV_ALTERNATIVE,CONFIG_RISCV_ALTERNATIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/cpu_ops_sbi.c,39,62,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU=y,True
linux-6.18-rc3/arch/riscv/kernel/cpu_ops_sbi.c,82,101,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU=y,True
linux-6.18-rc3/arch/riscv/kernel/cpu_ops_sbi.c,106,108,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU,CONFIG_HOTPLUG_CPU=y,True
linux-6.18-rc3/arch/riscv/kernel/ftrace.c,16,203,CONFIG_DYNAMIC_FTRACE,CONFIG_DYNAMIC_FTRACE,CONFIG_DYNAMIC_FTRACE=y,True
linux-6.18-rc3/arch/riscv/kernel/ftrace.c,204,208,!(CONFIG_DYNAMIC_FTRACE),CONFIG_DYNAMIC_FTRACE,CONFIG_DYNAMIC_FTRACE=y,False
linux-6.18-rc3/arch/riscv/kernel/ftrace.c,211,223,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS=unset,False
linux-6.18-rc3/arch/riscv/kernel/ftrace.c,226,270,CONFIG_FUNCTION_GRAPH_TRACER,CONFIG_FUNCTION_GRAPH_TRACER,CONFIG_FUNCTION_GRAPH_TRACER=y,True
linux-6.18-rc3/arch/riscv/kernel/cpu.c,147,148,IS_ENABLED(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/cpu.c,149,150,!(IS_ENABLED(CONFIG_RISCV_M_MODE)),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/cpu.c,161,162,IS_ENABLED(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/cpu.c,163,164,!(IS_ENABLED(CONFIG_RISCV_M_MODE)),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/cpu.c,205,210,IS_ENABLED(CONFIG_RISCV_M_MODE),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/cpu.c,211,214,!(IS_ENABLED(CONFIG_RISCV_M_MODE)),CONFIG_RISCV_M_MODE,CONFIG_RISCV_M_MODE=unset,False
linux-6.18-rc3/arch/riscv/kernel/cpu.c,291,380,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/traps.c,145,146,defined(CONFIG_XIP_KERNEL) && defined(CONFIG_RISCV_ALTERNATIVE),CONFIG_RISCV_ALTERNATIVE CONFIG_XIP_KERNEL,CONFIG_RISCV_ALTERNATIVE=y CONFIG_XIP_KERNEL=unset,False
linux-6.18-rc3/arch/riscv/kernel/traps.c,147,148,!(defined(CONFIG_XIP_KERNEL) && defined(CONFIG_RISCV_ALTERNATIVE)),CONFIG_RISCV_ALTERNATIVE CONFIG_XIP_KERNEL,CONFIG_RISCV_ALTERNATIVE=y CONFIG_XIP_KERNEL=unset,False
linux-6.18-rc3/arch/riscv/kernel/traps.c,295,298,CONFIG_KGDB,CONFIG_KGDB,CONFIG_KGDB=y,True
linux-6.18-rc3/arch/riscv/kernel/traps.c,369,379,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/traps.c,405,418,CONFIG_GENERIC_BUG,CONFIG_GENERIC_BUG,CONFIG_GENERIC_BUG=y,True
linux-6.18-rc3/arch/riscv/kernel/traps.c,421,443,CONFIG_VMAP_STACK,CONFIG_VMAP_STACK,CONFIG_VMAP_STACK=y,True
linux-6.18-rc3/arch/riscv/kernel/vmcore_info.c,12,19,CONFIG_MMU,CONFIG_MMU,CONFIG_MMU=y,True
linux-6.18-rc3/arch/riscv/kernel/vmcore_info.c,22,26,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL=unset,False
linux-6.18-rc3/arch/riscv/kernel/vmcore_info.c,27,29,!(CONFIG_XIP_KERNEL),CONFIG_XIP_KERNEL,CONFIG_XIP_KERNEL=unset,True
linux-6.18-rc3/arch/riscv/kernel/kernel_mode_vector.c,17,18,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/kernel_mode_vector.c,83,188,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,True
linux-6.18-rc3/arch/riscv/kernel/kernel_mode_vector.c,189,191,!(CONFIG_RISCV_ISA_V_PREEMPTIVE),CONFIG_RISCV_ISA_V_PREEMPTIVE,CONFIG_RISCV_ISA_V_PREEMPTIVE=y,False
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,88,89,HAVE_FUNCTION_GRAPH_FP_TEST,,,False
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,92,97,CONFIG_CC_IS_CLANG,CONFIG_CC_IS_CLANG,CONFIG_CC_IS_CLANG=y,True
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,116,117,HAVE_FUNCTION_GRAPH_FP_TEST,,,False
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,120,125,CONFIG_CC_IS_CLANG,CONFIG_CC_IS_CLANG,CONFIG_CC_IS_CLANG=y,True
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,142,145,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS=unset,False
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,146,149,!(CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS),CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS=unset,True
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,155,183,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS=unset,False
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,188,189,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS=unset,False
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,190,193,!(CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS),CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS,CONFIG_DYNAMIC_FTRACE_WITH_CALL_OPS=unset,True
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,196,197,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS=unset,False
linux-6.18-rc3/arch/riscv/kernel/mcount-dyn.S,200,202,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS,CONFIG_DYNAMIC_FTRACE_WITH_DIRECT_CALLS=unset,False
