File,StartLine,EndLine,ConfigExpr,ConfigList,ConfigValues,Effective
linux-6.18-rc3/arch/riscv/include/asm/hwprobe.h,6,51,_ASM_HWPROBE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/asm-extable.h,2,85,__ASM_ASM_EXTABLE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/tlb.h,6,26,_ASM_RISCV_TLB_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/irq.h,7,86,_ASM_RISCV_IRQ_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/delay.h,7,19,_ASM_RISCV_DELAY_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/timex.h,6,90,_ASM_RISCV_TIMEX_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/gpr-num.h,2,84,__ASM_GPR_NUM_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/paravirt.h,2,27,_ASM_RISCV_PARAVIRT_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vector.h,6,439,__ASM_RISCV_VECTOR_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions.h,6,103,_ASM_VENDOR_EXTENSIONS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/irqflags.h,7,53,_ASM_RISCV_IRQFLAGS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/archrandom.h,9,71,ASM_RISCV_ARCHRANDOM_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/ftrace.h,4,241,_ASM_RISCV_FTRACE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/sparsemem.h,3,14,_ASM_RISCV_SPARSEMEM_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/bug.h,6,98,_ASM_RISCV_BUG_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/swab.h,2,86,_ASM_RISCV_SWAB_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/soc.h,7,23,_ASM_RISCV_SOC_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/sync_core.h,2,28,_ASM_RISCV_SYNC_CORE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/extable.h,2,51,_ASM_RISCV_EXTABLE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/pgtable.h,6,1142,_ASM_RISCV_PGTABLE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/membarrier.h,2,49,_ASM_RISCV_MEMBARRIER_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/sections.h,5,33,__ASM_SECTIONS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kfence.h,3,31,_ASM_RISCV_KFENCE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/stackprotector.h,3,21,_ASM_RISCV_STACKPROTECTOR_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/word-at-a-time.h,8,75,_ASM_RISCV_WORD_AT_A_TIME_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/set_memory.h,6,62,_ASM_RISCV_SET_MEMORY_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/scs.h,2,53,_ASM_SCS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/xip_fixup.h,5,48,_ASM_RISCV_XIP_FIXUP_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cpufeature.h,6,154,_ASM_CPUFEATURE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/pgtable-32.h,6,38,_ASM_RISCV_PGTABLE_32_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/pgtable-64.h,6,405,_ASM_RISCV_PGTABLE_64_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/sbi.h,7,677,_ASM_RISCV_SBI_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/mmio.h,11,151,_ASM_RISCV_MMIO_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vcpu_fp.h,10,58,__KVM_VCPU_RISCV_FP_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/pgalloc.h,7,139,_ASM_RISCV_PGALLOC_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/irq_stack.h,3,32,_ASM_RISCV_IRQ_STACK_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/syscall_wrapper.h,8,107,__ASM_SYSCALL_WRAPPER_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/asm.h,9,10,__ASSEMBLER__,,,False
linux-6.18-rc3/arch/riscv/include/asm/asm.h,11,12,!(__ASSEMBLER__),,,False
linux-6.18-rc3/arch/riscv/include/asm/asm.h,17,18,__riscv_xlen == 32,,,False
linux-6.18-rc3/arch/riscv/include/asm/asm.h,19,20,!(__riscv_xlen == 32),,,False
linux-6.18-rc3/arch/riscv/include/asm/asm.h,32,192,__SIZEOF_POINTER__ == 8,,,False
linux-6.18-rc3/arch/riscv/include/asm/kexec.h,7,77,_RISCV_KEXEC_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/signal32.h,3,17,__ASM_SIGNAL32_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/bitops.h,9,10,_LINUX_BITOPS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/bitops.h,18,23,!(defined(CONFIG_RISCV_ISA_ZBB) && defined(CONFIG_TOOLCHAIN_HAS_ZBB)) || defined(NO_ALTERNATIVE),CONFIG_TOOLCHAIN_HAS_ZBB CONFIG_RISCV_ISA_ZBB,CONFIG_TOOLCHAIN_HAS_ZBB=y CONFIG_RISCV_ISA_ZBB=y,False
linux-6.18-rc3/arch/riscv/include/asm/bitops.h,38,177,(BITS_PER_LONG == 64),,,False
linux-6.18-rc3/arch/riscv/include/asm/bitops.h,188,378,(BITS_PER_LONG == 64),,,False
linux-6.18-rc3/arch/riscv/include/asm/module.lds.h,3,8,CONFIG_MODULE_SECTIONS,CONFIG_MODULE_SECTIONS,CONFIG_MODULE_SECTIONS=y,True
linux-6.18-rc3/arch/riscv/include/asm/string.h,6,43,_ASM_RISCV_STRING_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_aia.h,10,172,__KVM_RISCV_AIA_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/module.h,4,129,_ASM_RISCV_MODULE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/errata_list_vendors.h,3,28,ASM_ERRATA_LIST_VENDORS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/fpu.h,6,15,_ASM_RISCV_FPU_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kprobes.h,9,53,_ASM_RISCV_KPROBES_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/efi.h,5,49,_ASM_EFI_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/gdb_xml.h,3,115,__ASM_GDB_XML_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/tlbflush.h,7,72,_ASM_RISCV_TLBFLUSH_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/xor.h,8,67,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V,CONFIG_RISCV_ISA_V=y,True
linux-6.18-rc3/arch/riscv/include/asm/uprobes.h,3,50,_ASM_RISCV_UPROBES_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/current.h,10,39,_ASM_RISCV_CURRENT_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/tlbbatch.h,6,14,_ASM_RISCV_TLBBATCH_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/dma-noncoherent.h,6,27,__ASM_DMA_NONCOHERENT_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/linkage.h,6,11,_ASM_RISCV_LINKAGE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vcpu_sbi.h,9,113,__RISCV_KVM_VCPU_SBI_H__,,,False
linux-6.18-rc3/arch/riscv/include/asm/cacheinfo.h,6,19,_ASM_RISCV_CACHEINFO_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vcpu_timer.h,9,51,__KVM_VCPU_RISCV_TIMER_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cpu.h,3,7,_ASM_CPU_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/csr.h,6,579,_ASM_RISCV_CSR_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/spinlock.h,6,7,CONFIG_QUEUED_SPINLOCKS,CONFIG_QUEUED_SPINLOCKS,CONFIG_QUEUED_SPINLOCKS=y,True
linux-6.18-rc3/arch/riscv/include/asm/spinlock.h,10,49,CONFIG_RISCV_COMBO_SPINLOCKS,CONFIG_RISCV_COMBO_SPINLOCKS,CONFIG_RISCV_COMBO_SPINLOCKS=y,True
linux-6.18-rc3/arch/riscv/include/asm/checksum.h,7,91,__ASM_RISCV_CHECKSUM_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/simd.h,7,63,__ASM_SIMD_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/seccomp.h,3,19,_ASM_SECCOMP_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/suspend.h,7,64,_ASM_RISCV_SUSPEND_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/entry-common.h,3,42,_ASM_RISCV_ENTRY_COMMON_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cacheflush.h,6,106,_ASM_RISCV_CACHEFLUSH_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/elf.h,8,155,_ASM_RISCV_ELF_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/mmiowb.h,3,14,_ASM_RISCV_MMIOWB_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vcpu_insn.h,6,47,__KVM_VCPU_RISCV_INSN_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/mmu.h,7,44,_ASM_RISCV_MMU_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cmpxchg.h,6,450,_ASM_RISCV_CMPXCHG_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_types.h,2,6,_ASM_RISCV_KVM_TYPES_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/text-patching.h,6,15,_ASM_RISCV_PATCH_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/crash_reserve.h,2,10,_RISCV_CRASH_RESERVE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_host.h,9,329,__RISCV_KVM_HOST_H__,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendorid_list.h,5,13,ASM_VENDOR_LIST_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/runtime-const.h,14,29,CONFIG_32BIT,CONFIG_32BIT,CONFIG_32BIT=unset,False
linux-6.18-rc3/arch/riscv/include/asm/runtime-const.h,82,267,defined(CONFIG_RISCV_ISA_ZBA) && defined(CONFIG_TOOLCHAIN_HAS_ZBA)	\,CONFIG_TOOLCHAIN_HAS_ZBA CONFIG_RISCV_ISA_ZBA,CONFIG_TOOLCHAIN_HAS_ZBA=y CONFIG_RISCV_ISA_ZBA=y,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_mmu.h,6,20,__RISCV_KVM_MMU_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/assembler.h,8,9,__ASSEMBLER__,,,False
linux-6.18-rc3/arch/riscv/include/asm/assembler.h,12,81,__ASM_ASSEMBLER_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vcpu_vector.h,10,77,__KVM_VCPU_RISCV_VECTOR_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/hwcap.h,8,122,_ASM_RISCV_HWCAP_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/ptrace.h,6,184,_ASM_RISCV_PTRACE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cpu_ops_sbi.h,5,26,__ASM_CPU_OPS_SBI_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/irq_work.h,2,9,_ASM_RISCV_IRQ_WORK_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/probes.h,3,23,_ASM_RISCV_PROBES_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/pci.h,6,32,_ASM_RISCV_PCI_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/processor.h,6,219,_ASM_RISCV_PROCESSOR_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cpuidle.h,7,23,_ASM_RISCV_CPUIDLE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/semihost.h,7,25,_RISCV_SEMIHOST_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/kasan.h,4,44,__ASM_KASAN_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/clint.h,6,25,_ASM_RISCV_CLINT_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/jump_label.h,7,69,__ASM_JUMP_LABEL_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/topology.h,2,25,_ASM_RISCV_TOPOLOGY_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/atomic.h,8,352,_ASM_RISCV_ATOMIC_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cache.h,7,39,_ASM_RISCV_CACHE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/alternative.h,6,72,__ASM_ALTERNATIVE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/dmi.h,12,23,__ASM_DMI_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/acpi.h,12,98,_ASM_ACPI_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/insn-def.h,3,271,__ASM_INSN_DEF_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_gstage.h,7,71,__RISCV_KVM_GSTAGE_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/futex.h,7,103,_ASM_RISCV_FUTEX_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/unistd.h,8,16,CONFIG_COMPAT,CONFIG_COMPAT,CONFIG_COMPAT=y,True
linux-6.18-rc3/arch/riscv/include/asm/unistd.h,19,21,defined(__LP64__) && !defined(__SYSCALL_COMPAT),,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vcpu_sbi_fwft.h,9,33,__KVM_VCPU_RISCV_FWFT_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/pgtable-bits.h,6,40,_ASM_RISCV_PGTABLE_BITS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/exec.h,3,7,__ASM_EXEC_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kgdb.h,3,110,__ASM_KGDB_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/vdso.h,8,40,_ASM_RISCV_VDSO_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/bugs.h,8,21,__ASM_BUGS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/perf_event.h,8,22,_ASM_RISCV_PERF_EVENT_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/syscall_table.h,3,4,__BITS_PER_LONG == 64,,,False
linux-6.18-rc3/arch/riscv/include/asm/syscall_table.h,5,6,!(__BITS_PER_LONG == 64),,,False
linux-6.18-rc3/arch/riscv/include/asm/smp.h,6,116,_ASM_RISCV_SMP_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/alternative-macros.h,2,160,__ASM_ALTERNATIVE_MACROS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/mmu_context.h,7,52,_ASM_RISCV_MMU_CONTEXT_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/errata_list.h,5,121,ASM_ERRATA_LIST_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/arch_hweight.h,12,77,(BITS_PER_LONG == 64),,,False
linux-6.18-rc3/arch/riscv/include/asm/numa.h,2,7,__ASM_NUMA_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/acenv.h,6,10,_ASM_ACENV_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/thread_info.h,8,123,_ASM_RISCV_THREAD_INFO_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/trace.h,5,45,!defined(_TRACE_RISCV_H) || defined(TRACE_HEADER_MULTI_READ),,,False
linux-6.18-rc3/arch/riscv/include/asm/stacktrace.h,3,28,_ASM_RISCV_STACKTRACE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cfi.h,2,23,_ASM_RISCV_CFI_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/page.h,9,213,_ASM_RISCV_PAGE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/fixmap.h,6,66,_ASM_RISCV_FIXMAP_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vermagic.h,4,8,_ASM_VERMAGIC_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kdebug.h,3,11,_ASM_ARC_KDEBUG_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/asm-prototypes.h,2,60,_ASM_RISCV_PROTOTYPES_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/switch_to.h,6,127,_ASM_RISCV_SWITCH_TO_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vcpu_pmu.h,9,134,__KVM_VCPU_RISCV_PMU_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/fence.h,2,18,_ASM_RISCV_FENCE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/image.h,3,66,_ASM_RISCV_IMAGE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/io.h,11,146,_ASM_RISCV_IO_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cpufeature-macros.h,6,65,_ASM_CPUFEATURE_MACROS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/syscall.h,10,123,_ASM_RISCV_SYSCALL_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_vmid.h,6,26,__RISCV_KVM_VMID_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/uaccess.h,8,482,_ASM_RISCV_UACCESS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/clocksource.h,2,6,_ASM_CLOCKSOURCE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/insn.h,6,602,_ASM_RISCV_INSN_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_tlb.h,6,83,__RISCV_KVM_TLB_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/kvm_nacl.h,6,244,__KVM_NACL_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/cpu_ops.h,6,34,__ASM_CPU_OPS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vmalloc.h,2,24,_ASM_RISCV_VMALLOC_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/sifive.h,2,15,_ASM_RISCV_VENDOR_EXTENSIONS_SIFIVE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/thead.h,2,46,_ASM_RISCV_VENDOR_EXTENSIONS_THEAD_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/andes.h,2,18,_ASM_RISCV_VENDOR_EXTENSIONS_ANDES_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/thead_hwprobe.h,2,18,_ASM_RISCV_VENDOR_EXTENSIONS_THEAD_HWPROBE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/sifive_hwprobe.h,2,18,_ASM_RISCV_VENDOR_EXTENSIONS_SIFIVE_HWPROBE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/vendor_hwprobe.h,6,36,_ASM_RISCV_SYS_HWPROBE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/mips.h,6,36,_ASM_RISCV_VENDOR_EXTENSIONS_MIPS_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vendor_extensions/mips_hwprobe.h,6,21,_ASM_RISCV_VENDOR_EXTENSIONS_MIPS_HWPROBE_H_,,,False
linux-6.18-rc3/arch/riscv/include/asm/vdso/gettimeofday.h,2,83,__ASM_VDSO_GETTIMEOFDAY_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vdso/arch_data.h,2,22,__RISCV_ASM_VDSO_ARCH_DATA_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vdso/getrandom.h,5,29,__ASM_VDSO_GETRANDOM_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vdso/processor.h,2,28,__ASM_VDSO_PROCESSOR_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vdso/clocksource.h,2,7,__ASM_VDSOCLOCKSOURCE_H,,,False
linux-6.18-rc3/arch/riscv/include/asm/vdso/vsyscall.h,2,13,__ASM_VDSO_VSYSCALL_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/hwprobe.h,6,114,_UAPI_ASM_HWPROBE_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/perf_regs.h,4,41,_ASM_RISCV_PERF_REGS_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/byteorder.h,7,11,_UAPI_ASM_RISCV_BYTEORDER_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/kvm.h,9,394,__LINUX_KVM_RISCV_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/elf.h,12,100,_UAPI_ASM_RISCV_ELF_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/hwcap.h,8,25,_UAPI_ASM_RISCV_HWCAP_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/ptrace.h,6,131,_UAPI_ASM_RISCV_PTRACE_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/bitsperlong.h,7,13,_UAPI_ASM_RISCV_BITSPERLONG_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/sigcontext.h,6,39,_UAPI_ASM_RISCV_SIGCONTEXT_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/unistd.h,19,20,__BITS_PER_LONG == 64,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/unistd.h,21,22,!(__BITS_PER_LONG == 64),,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/bpf_perf_event.h,2,8,_UAPI__ASM_BPF_PERF_EVENT_H__,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/setup.h,3,7,_UAPI_ASM_RISCV_SETUP_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/auxvec.h,7,39,_UAPI_ASM_RISCV_AUXVEC_H,,,False
linux-6.18-rc3/arch/riscv/include/uapi/asm/ucontext.h,8,37,_UAPI_ASM_RISCV_UCONTEXT_H,,,False
